Parent1,Parent2,Child 
Azurobe,Mossanda Lux,Sibelyx
Azurobe,Sweepa,Sibelyx
Azurobe,Ragnahawk,Sibelyx
Azurobe,Azurmane,Sibelyx
Reptyro Cryst,Vanwyrm,Sibelyx
Reptyro Cryst,Blazehowl Noct,Sibelyx
Reptyro Cryst,Bushi Noct,Sibelyx
Reptyro Cryst,Dogen,Sibelyx
Reptyro Cryst,Dazemu,Sibelyx
Relaxaurus,Vanwyrm Cryst,Sibelyx
Relaxaurus,Omascul,Sibelyx
Relaxaurus Lux,Vanwyrm Cryst,Sibelyx
Relaxaurus Lux,Bushi,Sibelyx
Relaxaurus Lux,Omascul,Sibelyx
Kitsun,Shadowbeak,Sibelyx
Kitsun,Paladius,Sibelyx
Kitsun,Necromus,Sibelyx
Vanwyrm,Lyleen,Sibelyx
Vanwyrm,Beakon,Sibelyx
Vanwyrm,Menasting Terra,Sibelyx
Vanwyrm,Faleris Aqua,Sibelyx
Vanwyrm Cryst,Mammorest Cryst,Sibelyx
Vanwyrm Cryst,Warsect Terra,Sibelyx
Vanwyrm Cryst,Menasting,Sibelyx
Vanwyrm Cryst,Knocklem,Sibelyx
Vanwyrm Cryst,Xenolord ,Sibelyx
Dinossom,Shadowbeak,Sibelyx
Dinossom,Jetragon,Sibelyx
Dinossom,Paladius,Sibelyx
Dinossom,Necromus,Sibelyx
Dinossom Lux,Frostallion Noct,Sibelyx
Dinossom Lux,Jetragon,Sibelyx
Dinossom Lux,Paladius,Sibelyx
Dinossom Lux,Necromus,Sibelyx
Frostallion,Arsox,Sibelyx
Frostallion,Foxcicle,Sibelyx
Frostallion,Chillet Ignis,Sibelyx
Frostallion,Petallia,Sibelyx
Frostallion Noct,Arsox,Sibelyx
Frostallion Noct,Chillet,Sibelyx
Frostallion Noct,Chillet Ignis,Sibelyx
Frostallion Noct,Petallia,Sibelyx
Frostallion Noct,Croajiro,Sibelyx
Frostallion Noct,Loupmoon Cryst,Sibelyx
Broncherry Aqua,Shadowbeak,Sibelyx
Broncherry Aqua,Necromus,Sibelyx
Faleris,Penking,Sibelyx
Faleris,Grintale,Sibelyx
Blazamut,Reindrix,Sibelyx
Blazamut,Celaray,Sibelyx
Blazamut,Dumud,Sibelyx
Blazamut Ryu,Reindrix,Sibelyx
Blazamut Ryu,Celaray,Sibelyx
Blazamut Ryu,Dumud,Sibelyx
Reindrix,Bellanoir,Sibelyx
Reindrix,Bellanoir Libero,Sibelyx
Shadowbeak,Tarantriss,Sibelyx
Shadowbeak,Fenglope Lux,Sibelyx
Sibelyx,Sibelyx,Sibelyx
Sibelyx,Wumpo,Sibelyx
Sibelyx,Mossanda,Sibelyx
Sibelyx,Kingpaca Cryst,Sibelyx
Sibelyx,Xenogard,Sibelyx
Wumpo,Nitewing,Sibelyx
Wumpo,Mossanda,Sibelyx
Wumpo,Kingpaca Cryst,Sibelyx
Wumpo,Xenogard,Sibelyx
Wumpo Botan,Nitewing,Sibelyx
Wumpo Botan,Mossanda,Sibelyx
Wumpo Botan,Sweepa,Sibelyx
Wumpo Botan,Azurmane,Sibelyx
Nitewing,Kingpaca,Sibelyx
Nitewing,Cinnamoth,Sibelyx
Nitewing,Xenovader,Sibelyx
Lyleen,Bushi,Sibelyx
Lyleen,Bushi Noct,Sibelyx
Lyleen,Omascul,Sibelyx
Lyleen Noct,Blazehowl Noct,Sibelyx
Lyleen Noct,Katress,Sibelyx
Lyleen Noct,Katress Ignis,Sibelyx
Lyleen Noct,Dazemu,Sibelyx
Tombat,Astegon,Sibelyx
Tombat,Orserk,Sibelyx
Tombat,Cryolinx Terra,Sibelyx
Mossanda,Kingpaca,Sibelyx
Mossanda,Xenovader,Sibelyx
Mossanda Lux,Penking,Sibelyx
Mossanda Lux,Grintale,Sibelyx
Mossanda Lux,Cinnamoth,Sibelyx
Arsox,Jetragon,Sibelyx
Rayhound,Astegon,Sibelyx
Rayhound,Orserk,Sibelyx
Rayhound,Cryolinx Terra,Sibelyx
Rayhound,Bastigor,Sibelyx
Astegon,Foxcicle,Sibelyx
Astegon,Shroomer Noct,Sibelyx
Astegon,Kitsun Noct,Sibelyx
Foxcicle,Orserk,Sibelyx
Jetragon,Chillet,Sibelyx
Jetragon,Chillet Ignis,Sibelyx
Jetragon,Croajiro,Sibelyx
Jetragon,Celesdir,Sibelyx
Jetragon,Loupmoon Cryst,Sibelyx
Blazehowl,Helzephyr,Sibelyx
Blazehowl,Helzephyr Lux,Sibelyx
Blazehowl,Bastigor,Sibelyx
Blazehowl Noct,Beakon,Sibelyx
Blazehowl Noct,Silvegis,Sibelyx
Kingpaca,Kingpaca Cryst,Sibelyx
Kingpaca,Sweepa,Sibelyx
Kingpaca,Xenogard,Sibelyx
Kingpaca Cryst,Xenovader,Sibelyx
Sweepa,Cinnamoth,Sibelyx
Katress,Helzephyr,Sibelyx
Katress,Helzephyr Lux,Sibelyx
Katress Ignis,Beakon,Sibelyx
Katress Ignis,Helzephyr,Sibelyx
Katress Ignis,Silvegis,Sibelyx
Beakon,Dogen,Sibelyx
Beakon,Dazemu,Sibelyx
Warsect ,Sootseer,Sibelyx
Warsect Terra,Omascul,Sibelyx
Paladius,Chillet,Sibelyx
Paladius,Celesdir,Sibelyx
Paladius,Tarantriss,Sibelyx
Paladius,Loupmoon Cryst,Sibelyx
Penking,Ragnahawk,Sibelyx
Penking,Starryon,Sibelyx
Quivern,Sootseer,Sibelyx
Quivern Botan,Sootseer,Sibelyx
Helzephyr,Shroomer,Sibelyx
Helzephyr,Nitemary,Sibelyx
Helzephyr Lux,Shroomer,Sibelyx
Helzephyr Lux,Shroomer Noct,Sibelyx
Helzephyr Lux,Nitemary,Sibelyx
Helzephyr Lux,Splatterina,Sibelyx
Ragnahawk,Grintale,Sibelyx
Bushi,Menasting,Sibelyx
Bushi,Menasting Terra,Sibelyx
Bushi,Knocklem,Sibelyx
Bushi,Xenolord ,Sibelyx
Bushi,Faleris Aqua,Sibelyx
Bushi Noct,Menasting,Sibelyx
Bushi Noct,Menasting Terra,Sibelyx
Bushi Noct,Faleris Aqua,Sibelyx
Necromus,Celesdir,Sibelyx
Necromus,Tarantriss,Sibelyx
Necromus,Fenglope Lux,Sibelyx
Grintale,Azurmane,Sibelyx
Cinnamoth,Azurmane,Sibelyx
Menasting,Omascul,Sibelyx
Menasting Terra,Omascul,Sibelyx
Dumud,Bellanoir,Sibelyx
Dumud,Bellanoir Libero,Sibelyx
Bellanoir,Lullu,Sibelyx
Bellanoir Libero,Lullu,Sibelyx
Selyne,Sootseer,Sibelyx
Shroomer,Cryolinx Terra,Sibelyx
Shroomer,Bastigor,Sibelyx
Shroomer Noct,Cryolinx Terra,Sibelyx
Shroomer Noct,Bastigor,Sibelyx
Sootseer,Prixter,Sibelyx
Sootseer,Starryon,Sibelyx
Knocklem,Omascul,Sibelyx
Dogen,Silvegis,Sibelyx
Dogen,Faleris Aqua,Sibelyx
Dazemu,Silvegis,Sibelyx
Xenovader,Xenogard,Sibelyx
Xenolord ,Omascul,Sibelyx
Splatterina,Cryolinx Terra,Sibelyx
Splatterina,Bastigor,Sibelyx
Kitsun Noct,Cryolinx Terra,Sibelyx
Kitsun Noct,Bastigor,Sibelyx
Mau,Hangyu,Vixy
Mau,Hangyu Cryst,Vixy
Mau,Sparkit,Vixy
Mau,Flambelle,Vixy
Mau Cryst,Cattiva,Vixy
Mau Cryst,Vixy,Vixy
Mau Cryst,Cremis,Vixy
Lifmunk,Lamball,Vixy
Lifmunk,Cattiva,Vixy
Lifmunk,Cremis,Vixy
Teafant,Foxparks,Vixy
Teafant,Sparkit,Vixy
Teafant,Flambelle,Vixy
Foxparks,Chikipi,Vixy
Lamball,Hangyu,Vixy
Lamball,Hangyu Cryst,Vixy
Hangyu Cryst,Cattiva,Vixy
Chikipi,Hoocrates,Vixy
Vixy,Vixy,Vixy
Mau,Digtoise,Wixen
Mau,Broncherry,Wixen
Mau,Broncherry Aqua,Wixen
Mau,Caprity Noct,Wixen
Mau,Fenglope Lux,Wixen
Mau Cryst,Eikthyrdeer Terra,Wixen
Mau Cryst,Melpaca,Wixen
Mau Cryst,Reindrix,Wixen
Mau Cryst,Dumud,Wixen
Rushoar,Dazzi,Wixen
Rushoar,Woolipop,Wixen
Rushoar,Mimog,Wixen
Rushoar,Ribbuny Botan,Wixen
Lifmunk,Eikthyrdeer Terra,Wixen
Lifmunk,Melpaca,Wixen
Lifmunk,Mozzarina,Wixen
Lifmunk,Dumud,Wixen
Lifmunk,Lullu,Wixen
Tocotoco,Fenglope,Wixen
Tocotoco,Robinquill Terra,Wixen
Tocotoco,Verdash,Wixen
Eikthyrdeer,Foxparks,Wixen
Eikthyrdeer,Sparkit,Wixen
Eikthyrdeer,Flambelle,Wixen
Eikthyrdeer Terra,Hangyu,Wixen
Eikthyrdeer Terra,Hangyu Cryst,Wixen
Digtoise,Teafant,Wixen
Digtoise,Lamball,Wixen
Galeclaw,Killamari,Wixen
Galeclaw,Swee,Wixen
Galeclaw,Ribbuny,Wixen
Galeclaw,Foxparks Cryst,Wixen
Teafant,Kitsun,Wixen
Teafant,Broncherry Aqua,Wixen
Teafant,Tarantriss,Wixen
Teafant,Fenglope Lux,Wixen
Direhowl,Kelpsea,Wixen
Direhowl,Kelpsea Ignis,Wixen
Direhowl,Flopie,Wixen
Gorirat,Killamari,Wixen
Gorirat,Flopie,Wixen
Gorirat,Swee,Wixen
Gorirat Terra,Killamari,Wixen
Gorirat Terra,Swee,Wixen
Gorirat Terra,Ribbuny,Wixen
Gorirat Terra,Foxparks Cryst,Wixen
Jolthog,Loupmoon,Wixen
Jolthog,Yakumo,Wixen
Jolthog Cryst,Fenglope,Wixen
Foxparks,Caprity,Wixen
Foxparks,Lovander,Wixen
Bristla,Robinquill,Wixen
Bristla,Robinquill Terra,Wixen
Bristla,Felbat,Wixen
Lunaris,Dazzi,Wixen
Lunaris,Fuddler,Wixen
Lunaris,Daedream,Wixen
Lunaris,Ribbuny Botan,Wixen
Pengullet,Fenglope,Wixen
Pengullet,Verdash,Wixen
Dazzi,Leezpunk,Wixen
Dazzi,Kikit,Wixen
Dazzi,Dazzi Noct,Wixen
Gobfin,Daedream,Wixen
Gobfin,Tanzee,Wixen
Gobfin,Gumoss,Wixen
Gobfin,Smokie,Wixen
Gobfin Ignis,Fuddler,Wixen
Gobfin Ignis,Daedream,Wixen
Gobfin Ignis,Gumoss,Wixen
Lamball,Broncherry,Wixen
Lamball,Celaray,Wixen
Lamball,Caprity Noct,Wixen
Loupmoon,Depresso,Wixen
Loupmoon,Hoocrates,Wixen
Hangyu,Mozzarina,Wixen
Hangyu,Dumud,Wixen
Hangyu,Lullu,Wixen
Hangyu Cryst,Mozzarina,Wixen
Hangyu Cryst,Dumud,Wixen
Hangyu Cryst,Lullu,Wixen
Woolipop,Maraith,Wixen
Woolipop,Leezpunk Ignis,Wixen
Woolipop,Wixen Noct,Wixen
Woolipop,Kikit,Wixen
Melpaca,Vixy,Wixen
Cawgnito,Kelpsea,Wixen
Cawgnito,Tanzee,Wixen
Cawgnito,Gumoss,Wixen
Cawgnito,Smokie,Wixen
Cattiva,Broncherry,Wixen
Cattiva,Reindrix,Wixen
Cattiva,Celaray,Wixen
Cattiva,Caprity Noct,Wixen
Depresso,Lovander,Wixen
Depresso,Yakumo,Wixen
Maraith,Nox,Wixen
Robinquill,Swee,Wixen
Robinquill,Ribbuny,Wixen
Robinquill,Foxparks Cryst,Wixen
Robinquill Terra,Fuack,Wixen
Kitsun,Chikipi,Wixen
Leezpunk,Fuddler,Wixen
Leezpunk,Mimog,Wixen
Leezpunk,Ribbuny Botan,Wixen
Leezpunk Ignis,Nox,Wixen
Leezpunk Ignis,Mimog,Wixen
Fuack,Felbat,Wixen
Fuack,Verdash,Wixen
Chikipi,Dinossom,Wixen
Chikipi,Broncherry Aqua,Wixen
Chikipi,Celesdir,Wixen
Chikipi,Tarantriss,Wixen
Chikipi,Fenglope Lux,Wixen
Sparkit,Caprity,Wixen
Sparkit,Mozzarina,Wixen
Sparkit,Lullu,Wixen
Felbat,Ribbuny,Wixen
Felbat,Foxparks Cryst,Wixen
Broncherry,Cremis,Wixen
Caprity,Hoocrates,Wixen
Caprity,Flambelle,Wixen
Reindrix,Vixy,Wixen
Reindrix,Cremis,Wixen
Vixy,Celaray,Wixen
Wixen,Wixen,Wixen
Wixen,Nox,Wixen
Wixen,Rooby,Wixen
Wixen Noct,Nox,Wixen
Lovander,Hoocrates,Wixen
Hoocrates,Yakumo,Wixen
Kelpsea,Beegarde,Wixen
Kelpsea Ignis,Vaelet,Wixen
Kelpsea Ignis,Beegarde,Wixen
Killamari,Vaelet,Wixen
Mozzarina,Flambelle,Wixen
Vaelet,Flopie,Wixen
Beegarde,Tanzee,Wixen
Beegarde,Smokie,Wixen
Fuddler,Dazzi Noct,Wixen
Nox,Rooby,Wixen
Celaray,Cremis,Wixen
Kikit,Mimog,Wixen
Kikit,Ribbuny Botan,Wixen
Mimog,Dazzi Noct,Wixen
Ribbuny Botan,Dazzi Noct,Wixen
Wixen Noct,Wixen Noct,Wixen Noct
Nyafia ,Daedream,Lovander
Prunelia,Leezpunk,Lovander
Prunelia,Kikit,Lovander
Gildane,Jolthog,Lovander
Anubis,Ribbuny,Lovander
Anubis,Foxparks Cryst,Lovander
Incineram,Killamari,Lovander
Incineram Noct,Swee,Lovander
Mau,Azurmane,Lovander
Mau Cryst,Kingpaca Cryst,Lovander
Mau Cryst,Xenogard,Lovander
Rushoar,Tombat,Lovander
Lifmunk,Sibelyx,Lovander
Tocotoco,Elphidran,Lovander
Eikthyrdeer Terra,Fenglope,Lovander
Digtoise,Galeclaw,Lovander
Digtoise,Gorirat Terra,Lovander
Teafant,Mossanda Lux,Lovander
Direhowl,Dinossom,Lovander
Direhowl,Celesdir,Lovander
Gorirat,Broncherry Aqua,Lovander
Gorirat,Fenglope Lux,Lovander
Jolthog,Grintale,Lovander
Jolthog Cryst,Penking,Lovander
Univolt,Mimog,Lovander
Foxparks,Wumpo Botan,Lovander
Bristla,Surfent,Lovander
Pengullet,Elphidran Aqua,Lovander
Dazzi,Blazehowl Noct,Lovander
Dazzi,Dogen,Lovander
Gobfin,Arsox,Lovander
Gobfin,Chillet Ignis,Lovander
Gobfin Ignis,Petallia,Lovander
Lamball,Sweepa,Lovander
Loupmoon,Caprity,Lovander
Hangyu,Wumpo,Lovander
Hangyu Cryst,Sibelyx,Lovander
Hangyu Cryst,Wumpo,Lovander
Woolipop,Katress Ignis,Lovander
Melpaca,Verdash,Lovander
Surfent Terra,Fuack,Lovander
Cawgnito,Chillet,Lovander
Cawgnito,Croajiro,Lovander
Azurobe,Depresso,Lovander
Cattiva,Nitewing,Lovander
Fenglope,Dumud,Lovander
Maraith,Shroomer Noct,Lovander
Maraith,Splatterina,Lovander
Robinquill,Broncherry,Lovander
Robinquill,Caprity Noct,Lovander
Robinquill Terra,Reindrix,Lovander
Kitsun,Vaelet,Lovander
Leezpunk,Foxcicle,Lovander
Leezpunk Ignis,Rayhound,Lovander
Leezpunk Ignis,Kitsun Noct,Lovander
Fuack,Sootseer,Lovander
Vanwyrm,Fuddler,Lovander
Vanwyrm Cryst,Kelpsea,Lovander
Chikipi,Ragnahawk,Lovander
Dinossom Lux,Beegarde,Lovander
Sparkit,Kingpaca,Lovander
Sparkit,Xenovader,Lovander
Felbat,Celaray,Lovander
Caprity,Yakumo,Lovander
Vixy,Mossanda,Lovander
Wixen,Shroomer,Lovander
Wixen Noct,Shroomer Noct,Lovander
Wixen Noct,Splatterina,Lovander
Lovander,Lovander,Lovander
Hoocrates,Cinnamoth,Lovander
Vaelet,Tarantriss,Lovander
Nitewing,Cremis,Lovander
Beegarde,Loupmoon Cryst,Lovander
Tombat,Kikit,Lovander
Foxcicle,Dazzi Noct,Lovander
Daedream,Bushi Noct,Lovander
Tanzee,Omascul,Lovander
Blazehowl Noct,Ribbuny Botan,Lovander
Kingpaca,Flambelle,Lovander
Gumoss,Bushi,Lovander
Katress,Nox,Lovander
Rooby,Shroomer,Lovander
Rooby,Splatterina,Lovander
Dazemu,Mimog,Lovander
Dazemu,Ribbuny Botan,Lovander
Smokie,Omascul,Lovander
Mau,Swee,Hoocrates
Mau,Foxparks Cryst,Hoocrates
Mau Cryst,Tocotoco,Hoocrates
Lifmunk,Pengullet,Hoocrates
Teafant,Killamari,Hoocrates
Jolthog,Sparkit,Hoocrates
Jolthog,Flambelle,Hoocrates
Jolthog Cryst,Hangyu,Hoocrates
Jolthog Cryst,Hangyu Cryst,Hoocrates
Foxparks,Depresso,Hoocrates
Bristla,Cattiva,Hoocrates
Bristla,Cremis,Hoocrates
Pengullet,Hangyu Cryst,Hoocrates
Lamball,Ribbuny,Hoocrates
Lamball,Foxparks Cryst,Hoocrates
Depresso,Flambelle,Hoocrates
Fuack,Vixy,Hoocrates
Fuack,Cremis,Hoocrates
Chikipi,Flopie,Hoocrates
Hoocrates,Hoocrates,Hoocrates
Mau,Galeclaw,Kelpsea
Mau,Gorirat,Kelpsea
Mau,Gorirat Terra,Kelpsea
Mau,Vaelet,Kelpsea
Mau Cryst,Gobfin,Kelpsea
Mau Cryst,Cawgnito,Kelpsea
Mau Cryst,Beegarde,Kelpsea
Rushoar,Foxparks,Kelpsea
Rushoar,Depresso,Kelpsea
Rushoar,Hoocrates,Kelpsea
Lifmunk,Gobfin,Kelpsea
Lifmunk,Gobfin Ignis,Kelpsea
Lifmunk,Cawgnito,Kelpsea
Tocotoco,Woolipop,Kelpsea
Tocotoco,Nox,Kelpsea
Galeclaw,Teafant,Kelpsea
Galeclaw,Chikipi,Kelpsea
Teafant,Gorirat,Kelpsea
Teafant,Gorirat Terra,Kelpsea
Teafant,Robinquill,Kelpsea
Direhowl,Lamball,Kelpsea
Direhowl,Cattiva,Kelpsea
Direhowl,Vixy,Kelpsea
Direhowl,Cremis,Kelpsea
Gorirat,Lamball,Kelpsea
Gorirat Terra,Chikipi,Kelpsea
Jolthog,Maraith,Kelpsea
Jolthog,Leezpunk Ignis,Kelpsea
Jolthog,Wixen,Kelpsea
Jolthog,Wixen Noct,Kelpsea
Jolthog,Rooby,Kelpsea
Jolthog Cryst,Maraith,Kelpsea
Jolthog Cryst,Wixen,Kelpsea
Jolthog Cryst,Wixen Noct,Kelpsea
Jolthog Cryst,Rooby,Kelpsea
Foxparks,Lunaris,Kelpsea
Foxparks,Leezpunk,Kelpsea
Foxparks,Kikit,Kelpsea
Foxparks,Dazzi Noct,Kelpsea
Bristla,Dazzi,Kelpsea
Bristla,Woolipop,Kelpsea
Bristla,Mimog,Kelpsea
Bristla,Ribbuny Botan,Kelpsea
Lunaris,Hangyu,Kelpsea
Lunaris,Sparkit,Kelpsea
Lunaris,Flambelle,Kelpsea
Pengullet,Wixen,Kelpsea
Pengullet,Nox,Kelpsea
Dazzi,Swee,Kelpsea
Dazzi,Ribbuny,Kelpsea
Dazzi,Foxparks Cryst,Kelpsea
Gobfin,Hangyu,Kelpsea
Gobfin,Hangyu Cryst,Kelpsea
Gobfin Ignis,Hangyu,Kelpsea
Gobfin Ignis,Hangyu Cryst,Kelpsea
Gobfin Ignis,Sparkit,Kelpsea
Lamball,Vaelet,Kelpsea
Woolipop,Fuack,Kelpsea
Cawgnito,Vixy,Kelpsea
Cattiva,Vaelet,Kelpsea
Cattiva,Beegarde,Kelpsea
Depresso,Maraith,Kelpsea
Depresso,Leezpunk Ignis,Kelpsea
Depresso,Wixen Noct,Kelpsea
Robinquill,Chikipi,Kelpsea
Leezpunk,Sparkit,Kelpsea
Leezpunk,Hoocrates,Kelpsea
Leezpunk Ignis,Hoocrates,Kelpsea
Fuack,Nox,Kelpsea
Fuack,Mimog,Kelpsea
Chikipi,Felbat,Kelpsea
Sparkit,Dazzi Noct,Kelpsea
Vixy,Beegarde,Kelpsea
Hoocrates,Kikit,Kelpsea
Kelpsea,Kelpsea,Kelpsea
Kelpsea,Kelpsea Ignis,Kelpsea
Kelpsea,Tanzee,Kelpsea
Kelpsea Ignis,Tanzee,Kelpsea
Kelpsea Ignis,Gumoss,Kelpsea
Kelpsea Ignis,Smokie,Kelpsea
Killamari,Fuddler,Kelpsea
Killamari,Daedream,Kelpsea
Killamari,Gumoss,Kelpsea
Flopie,Daedream,Kelpsea
Flopie,Tanzee,Kelpsea
Flopie,Gumoss,Kelpsea
Flopie,Smokie,Kelpsea
Beegarde,Cremis,Kelpsea
Fuddler,Swee,Kelpsea
Fuddler,Ribbuny,Kelpsea
Fuddler,Foxparks Cryst,Kelpsea
Daedream,Swee,Kelpsea
Ribbuny,Mimog,Kelpsea
Ribbuny,Ribbuny Botan,Kelpsea
Flambelle,Kikit,Kelpsea
Flambelle,Dazzi Noct,Kelpsea
Foxparks Cryst,Ribbuny Botan,Kelpsea
Mau,Direhowl,Kelpsea Ignis
Mau,Beegarde,Kelpsea Ignis
Mau Cryst,Lunaris,Kelpsea Ignis
Mau Cryst,Gobfin Ignis,Kelpsea Ignis
Rushoar,Hangyu,Kelpsea Ignis
Rushoar,Sparkit,Kelpsea Ignis
Rushoar,Flambelle,Kelpsea Ignis
Lifmunk,Lunaris,Kelpsea Ignis
Lifmunk,Leezpunk,Kelpsea Ignis
Lifmunk,Dazzi Noct,Kelpsea Ignis
Tocotoco,Dazzi,Kelpsea Ignis
Tocotoco,Mimog,Kelpsea Ignis
Tocotoco,Ribbuny Botan,Kelpsea Ignis
Teafant,Direhowl,Kelpsea Ignis
Teafant,Vaelet,Kelpsea Ignis
Gorirat,Chikipi,Kelpsea Ignis
Jolthog,Nox,Kelpsea Ignis
Jolthog Cryst,Woolipop,Kelpsea Ignis
Jolthog Cryst,Nox,Kelpsea Ignis
Foxparks,Maraith,Kelpsea Ignis
Foxparks,Leezpunk Ignis,Kelpsea Ignis
Foxparks,Wixen Noct,Kelpsea Ignis
Bristla,Fuddler,Kelpsea Ignis
Bristla,Daedream,Kelpsea Ignis
Lunaris,Hangyu Cryst,Kelpsea Ignis
Pengullet,Woolipop,Kelpsea Ignis
Pengullet,Mimog,Kelpsea Ignis
Dazzi,Fuack,Kelpsea Ignis
Gobfin,Cattiva,Kelpsea Ignis
Gobfin,Vixy,Kelpsea Ignis
Gobfin,Cremis,Kelpsea Ignis
Gobfin Ignis,Vixy,Kelpsea Ignis
Lamball,Cawgnito,Kelpsea Ignis
Lamball,Beegarde,Kelpsea Ignis
Hangyu,Leezpunk,Kelpsea Ignis
Hangyu,Kikit,Kelpsea Ignis
Hangyu,Dazzi Noct,Kelpsea Ignis
Hangyu Cryst,Leezpunk,Kelpsea Ignis
Hangyu Cryst,Kikit,Kelpsea Ignis
Hangyu Cryst,Dazzi Noct,Kelpsea Ignis
Cawgnito,Cattiva,Kelpsea Ignis
Cawgnito,Cremis,Kelpsea Ignis
Depresso,Wixen,Kelpsea Ignis
Depresso,Rooby,Kelpsea Ignis
Maraith,Hoocrates,Kelpsea Ignis
Leezpunk Ignis,Sparkit,Kelpsea Ignis
Leezpunk Ignis,Flambelle,Kelpsea Ignis
Fuack,Fuddler,Kelpsea Ignis
Fuack,Ribbuny Botan,Kelpsea Ignis
Chikipi,Vaelet,Kelpsea Ignis
Sparkit,Kikit,Kelpsea Ignis
Wixen,Hoocrates,Kelpsea Ignis
Wixen Noct,Hoocrates,Kelpsea Ignis
Hoocrates,Rooby,Kelpsea Ignis
Kelpsea,Killamari,Kelpsea Ignis
Kelpsea,Flopie,Kelpsea Ignis
Kelpsea Ignis,Kelpsea Ignis,Kelpsea Ignis
Kelpsea Ignis,Flopie,Kelpsea Ignis
Killamari,Tanzee,Kelpsea Ignis
Killamari,Smokie,Kelpsea Ignis
Daedream,Ribbuny,Kelpsea Ignis
Daedream,Foxparks Cryst,Kelpsea Ignis
Tanzee,Swee,Kelpsea Ignis
Gumoss,Swee,Kelpsea Ignis
Gumoss,Ribbuny,Kelpsea Ignis
Gumoss,Foxparks Cryst,Kelpsea Ignis
Swee,Smokie,Kelpsea Ignis
Smokie,Foxparks Cryst,Kelpsea Ignis
Mau,Lunaris,Killamari
Mau,Gobfin,Killamari
Mau,Gobfin Ignis,Killamari
Mau Cryst,Rushoar,Killamari
Mau Cryst,Maraith,Killamari
Mau Cryst,Leezpunk Ignis,Killamari
Mau Cryst,Wixen Noct,Killamari
Rushoar,Cattiva,Killamari
Rushoar,Vixy,Killamari
Rushoar,Cremis,Killamari
Lifmunk,Maraith,Killamari
Lifmunk,Leezpunk Ignis,Killamari
Lifmunk,Wixen,Killamari
Lifmunk,Wixen Noct,Killamari
Lifmunk,Rooby,Killamari
Tocotoco,Daedream,Killamari
Tocotoco,Tanzee,Killamari
Tocotoco,Gumoss,Killamari
Tocotoco,Smokie,Killamari
Teafant,Gobfin,Killamari
Teafant,Gobfin Ignis,Killamari
Teafant,Cawgnito,Killamari
Jolthog,Dazzi,Killamari
Jolthog,Fuddler,Killamari
Jolthog,Mimog,Killamari
Jolthog,Ribbuny Botan,Killamari
Jolthog Cryst,Dazzi,Killamari
Jolthog Cryst,Fuddler,Killamari
Jolthog Cryst,Daedream,Killamari
Foxparks,Woolipop,Killamari
Foxparks,Nox,Killamari
Bristla,Kelpsea,Killamari
Bristla,Kelpsea Ignis,Killamari
Bristla,Tanzee,Killamari
Lunaris,Lamball,Killamari
Lunaris,Cattiva,Killamari
Pengullet,Fuddler,Killamari
Pengullet,Daedream,Killamari
Pengullet,Gumoss,Killamari
Dazzi,Depresso,Killamari
Gobfin,Chikipi,Killamari
Gobfin Ignis,Lamball,Killamari
Lamball,Leezpunk,Killamari
Lamball,Dazzi Noct,Killamari
Hangyu,Maraith,Killamari
Hangyu,Wixen,Killamari
Hangyu,Wixen Noct,Killamari
Hangyu,Rooby,Killamari
Hangyu Cryst,Maraith,Killamari
Hangyu Cryst,Wixen,Killamari
Hangyu Cryst,Wixen Noct,Killamari
Hangyu Cryst,Rooby,Killamari
Woolipop,Depresso,Killamari
Woolipop,Hoocrates,Killamari
Cawgnito,Chikipi,Killamari
Cattiva,Leezpunk,Killamari
Cattiva,Kikit,Killamari
Cattiva,Dazzi Noct,Killamari
Depresso,Mimog,Killamari
Depresso,Ribbuny Botan,Killamari
Leezpunk,Vixy,Killamari
Leezpunk,Cremis,Killamari
Leezpunk Ignis,Vixy,Killamari
Fuack,Kelpsea,Killamari
Fuack,Tanzee,Killamari
Fuack,Gumoss,Killamari
Fuack,Smokie,Killamari
Chikipi,Beegarde,Killamari
Sparkit,Wixen,Killamari
Sparkit,Nox,Killamari
Vixy,Kikit,Killamari
Hoocrates,Nox,Killamari
Hoocrates,Mimog,Killamari
Kelpsea,Ribbuny,Killamari
Kelpsea Ignis,Swee,Killamari
Kelpsea Ignis,Ribbuny,Killamari
Kelpsea Ignis,Foxparks Cryst,Killamari
Killamari,Killamari,Killamari
Killamari,Flopie,Killamari
Killamari,Swee,Killamari
Flopie,Swee,Killamari
Flopie,Ribbuny,Killamari
Flopie,Foxparks Cryst,Killamari
Nox,Flambelle,Killamari
Cremis,Kikit,Killamari
Cremis,Dazzi Noct,Killamari
Nyafia ,Nox,Mozzarina
Prunelia,Direhowl,Mozzarina
Prunelia,Beegarde,Mozzarina
Gildane,Bristla,Mozzarina
Gildane,Ribbuny,Mozzarina
Anubis,Tanzee,Mozzarina
Anubis,Smokie,Mozzarina
Incineram,Daedream,Mozzarina
Incineram Noct,Gumoss,Mozzarina
Incineram Noct,Smokie,Mozzarina
Mau,Warsect ,Mozzarina
Mau,Quivern Botan,Mozzarina
Mau,Selyne,Mozzarina
Mau Cryst,Ragnahawk,Mozzarina
Rushoar,Katress Ignis,Mozzarina
Lifmunk,Mossanda Lux,Mozzarina
Tocotoco,Wumpo Botan,Mozzarina
